"state_fips","county_fips","pop1996","pop1997","pop1998","pop1999","state","county","pop2000","pop2001","pop2002","pop2003","pop2004","pop2005","pop2006","pop2007","pop2008","pop2009","pop2010","pop2011","pop2012","pop2013","pop2014","pop2015","pop2016","pop2017","pop2018","pop2019"
47,155,61367,62787,64371,65783,"Tennessee","Sevier",71701,73218,74398,75636,77311,79607,82075,83952,85361,86243,89923,91192,92362,93477,94660,95417,96470,97307,97895,98250
47,157,864124,864877,867804,873000,"Tennessee","Shelby",898279,899543,902605,906280,908922,912418,919179,919964,919137,920232,928447,933186,939168,938363,937500,937067,936021,935251,936365,937166
47,159,15668,16034,16354,16771,"Tennessee","Smith",17792,17962,18096,18208,18263,18466,18663,18857,19130,19201,19126,19210,19179,19117,19097,19308,19526,19732,19979,20157
47,161,10969,11224,11521,11759,"Tennessee","Stewart",12447,12555,12679,12717,12669,12870,12886,13037,13257,13340,13348,13223,13309,13277,13210,13187,13190,13422,13619,13715
47,163,149333,150195,150348,150231,"Tennessee","Sullivan",152921,152421,152605,152392,151601,151974,152505,153500,154039,154552,156749,156876,156322,156185,156404,156199,156182,156924,157599,158348
47,165,119396,121876,123942,126009,"Tennessee","Sumner",131163,133631,136009,137950,140853,143782,148547,152578,155704,158759,161214,163680,165967,168754,172269,175326,179332,183756,187490,191283
47,167,44862,45962,47300,48348,"Tennessee","Tipton",51537,52517,53064,53575,53942,55202,56460,57719,58841,59495,61065,61305,61524,61572,61596,61533,61223,61305,61576,61599
47,169,6608,6743,6861,6971,"Tennessee","Trousdale",7308,7288,7287,7264,7301,7433,7531,7709,7816,7922,7874,7815,7794,7810,7998,8051,9955,10831,11033,11284
47,17,28816,28853,29184,29450,"Tennessee","Carroll",29477,29512,29215,29205,29099,28695,28775,28783,28658,28517,28454,28547,28667,28606,28411,27982,27901,27807,27975,27767
47,171,17165,17190,17209,17310,"Tennessee","Unicoi",17667,17559,17612,17687,17633,17558,17693,17702,17737,17740,18284,18302,18253,18095,17951,17819,17737,17796,17822,17883
47,173,15523,15939,16192,16584,"Tennessee","Union",17859,18283,18402,18581,18570,18637,18787,18931,19118,19164,19116,19191,19105,19063,18991,19159,19219,19399,19689,19972
47,175,5018,5056,5026,5008,"Tennessee","Van",5511,5470,5491,5390,5377,5369,5350,5428,5488,5480,5569,5555,5653,5574,5696,5695,5721,5747,5763,5872
47,177,35303,35759,36137,36421,"Tennessee","Warren",38404,38682,38691,39072,39184,39372,39652,39910,40162,40481,39858,39907,39744,39875,39983,40262,40428,40717,40826,41277
47,179,99904,101447,102192,102814,"Tennessee","Washington",107488,107651,109294,110172,111133,112664,114895,116717,118874,120598,123384,123887,124873,125397,125745,126137,127247,127603,128661,129375
47,181,16354,16486,16439,16413,"Tennessee","Wayne",16833,17029,16965,16845,16761,16696,16664,16575,16519,16506,16985,17000,16973,16920,16860,16767,16747,16641,16635,16673
47,183,32510,32800,32907,32952,"Tennessee","Weakley",34894,34351,34208,33944,33544,33542,33336,33231,33379,33459,35044,34857,34554,34155,34001,33872,33610,33325,33413,33328
47,185,21845,22205,22708,22864,"Tennessee","White",23131,23408,23554,23608,23885,24254,24592,24966,25230,25444,25828,26050,26031,26193,26264,26342,26463,26764,27086,27345
47,187,106325,111411,117685,123793,"Tennessee","Williamson",128097,132234,136335,140826,146014,152208,159540,166732,172314,176838,184143,188501,193211,199143,205334,211605,218903,226048,231978,238412
47,189,79238,81430,83908,86496,"Tennessee","Wilson",89262,91051,93035,94836,97013,99762,103446,106535,110242,112377,114677,116800,119143,121990,125197,128536,132494,136691,140954,144657
47,19,52879,53104,53321,53299,"Tennessee","Carter",56834,56875,56830,58260,58412,58666,58956,58938,59172,59043,57342,57385,57347,56978,56325,56375,56473,56510,56417,56391
47,21,33098,34374,35257,36128,"Tennessee","Cheatham",36093,36551,36940,37166,37580,38037,38615,39148,39532,39876,39131,38986,39231,39340,39610,39593,39775,40366,40502,40667
47,23,14174,14452,14677,14859,"Tennessee","Chester",15568,15845,15857,15549,15793,15879,15978,16078,16284,16312,17194,17150,17076,17116,17136,17123,17130,17154,17245,17297
47,25,28748,28916,29504,29747,"Tennessee","Claiborne",29992,30108,30038,30338,30555,30806,30964,31105,31289,31243,32215,32106,31763,31627,31571,31555,31634,31661,31850,31959
47,27,7261,7312,7273,7268,"Tennessee","Clay",7983,7938,7945,7927,7966,7973,7997,7923,7895,7895,7844,7741,7702,7688,7620,7663,7654,7663,7677,7615
47,29,31279,31659,31953,32291,"Tennessee","Cocke",33630,33670,33982,34287,34455,34708,35079,35393,35804,36047,35640,35432,35530,35400,35266,35138,35234,35528,35858,36004
47,3,33843,34174,34528,34905,"Tennessee","Bedford",37822,38538,39185,40002,40981,42147,43444,44531,45384,45947,45078,45247,45254,45565,46251,46948,47442,48211,49146,49713
47,31,44768,45355,45815,46355,"Tennessee","Coffee",48195,48554,49013,49494,49930,50637,51400,51739,52173,52521,52770,52920,53147,53298,53524,54093,54537,55016,55877,56520
47,33,13671,13842,14017,14077,"Tennessee","Crockett",14550,14536,14462,14318,14372,14354,14333,14403,14460,14492,14588,14560,14610,14610,14652,14586,14448,14436,14296,14230
47,35,41926,43167,44144,45326,"Tennessee","Cumberland",47024,47694,48597,49090,49888,50859,52263,53264,53765,54109,56193,56527,56990,57438,57924,58217,58580,59023,59738,60520
47,37,533391,535851,533258,530050,"Tennessee","Davidson",570320,578527,581978,588126,596961,607413,614609,621384,628207,635710,627746,635918,649344,660179,669611,679793,685829,687159,690516,694144
47,39,10725,10794,10760,10788,"Tennessee","Decatur",11703,11671,11604,11503,11523,11428,11364,11505,11537,11525,11717,11682,11634,11696,11685,11600,11735,11732,11699,11663
47,41,15447,15754,16007,16174,"Tennessee","DeKalb",17449,17533,17734,17952,18147,18257,18423,18588,18898,18954,18695,18754,18869,19150,19227,19292,19444,19876,20133,20490
47,43,39738,40951,42283,43017,"Tennessee","Dickson",43353,43866,44344,44849,45211,45705,46439,47411,47915,48230,49684,49982,50214,50164,50465,51334,51900,52774,53446,53948
47,45,36119,36407,36577,36725,"Tennessee","Dyer",37320,37108,37068,37161,37291,37586,37689,37680,37722,37811,38318,38118,38188,38093,37807,37753,37542,37339,37286,37159
47,47,28259,29369,30406,31441,"Tennessee","Fayette",29099,30191,31016,32023,33137,33993,35877,37218,38229,38785,38427,38570,38686,38812,39123,39280,39703,40150,40556,41133
47,49,15743,15892,16153,16357,"Tennessee","Fentress",16639,16696,16818,16848,16846,17019,17334,17406,17624,17677,17923,17997,17916,17904,17849,17965,18040,18214,18322,18523
47,5,16036,16234,16291,16497,"Tennessee","Benton",16535,16626,16479,16381,16322,16265,16139,16152,16071,16025,16511,16529,16445,16360,16197,16220,16082,15993,16246,16160
47,51,36974,37338,37606,37826,"Tennessee","Franklin",39326,39628,39964,40143,40354,40529,40888,41190,41189,41310,40959,40857,40688,41213,41288,41343,41518,41623,41935,42208
47,53,47793,48036,48016,48030,"Tennessee","Gibson",48154,47999,47908,47690,47792,47856,48022,48435,49148,49468,49731,49898,49666,49380,49436,49329,49250,49255,49171,49133
47,55,28447,28528,28905,29036,"Tennessee","Giles",29467,29559,29365,29126,29048,29054,29054,29011,29174,29082,29406,29284,28969,28801,28819,28973,29165,29379,29446,29464
47,57,19041,19466,19801,20219,"Tennessee","Grainger",20737,20831,21077,21413,21702,22100,22438,22610,22741,22857,22721,22753,22689,22739,22862,22848,23095,23106,23137,23320
47,59,58240,59279,60257,60900,"Tennessee","Greene",63035,63272,63426,63665,64159,64874,65391,65855,66090,66282,68834,69173,68760,68336,68464,68586,68529,68821,69164,69069
47,61,13838,13969,14048,14046,"Tennessee","Grundy",14333,14220,14256,14228,14310,14330,14295,14311,14243,14130,13725,13588,13583,13449,13340,13337,13276,13332,13348,13427
47,63,53369,53672,53959,54201,"Tennessee","Hamblen",58247,58778,58395,58738,59278,60115,60875,61950,62515,63033,62510,62899,62764,63051,63010,63353,63681,64062,64629,64934
47,65,294197,294972,294494,294720,"Tennessee","Hamilton",308103,311628,314524,316875,319905,323740,328551,331117,334123,337175,337214,341094,345693,349050,350729,353690,357778,361032,364293,367804
47,67,6835,6794,6808,6767,"Tennessee","Hancock",6781,6785,6748,6623,6645,6694,6599,6679,6607,6588,6798,6708,6657,6621,6619,6577,6583,6593,6561,6620
47,69,24029,24112,24285,24451,"Tennessee","Hardeman",28132,28127,28071,27887,27803,27795,27779,27805,27803,27613,27169,26869,26612,26360,25989,25817,25584,25488,25276,25050
47,7,10424,10563,10762,10945,"Tennessee","Bledsoe",12414,12476,12457,12523,12634,12702,12867,13056,13114,12967,12884,12992,12926,13910,14501,14601,14738,14895,14883,15064
47,71,24567,24809,24905,25247,"Tennessee","Hardin",25575,25766,25811,25718,25598,25811,25990,26149,26255,26258,26050,25869,25962,25925,25801,25754,25740,25738,25693,25652
47,73,48233,48751,49524,50109,"Tennessee","Hawkins",53689,54147,54505,55002,55381,55967,56552,57025,57459,57784,56870,56621,56560,56696,56481,56370,56565,56620,56713,56786
47,75,19674,19730,19534,19416,"Tennessee","Haywood",19819,19844,19547,19472,19590,19402,19299,19165,19030,18881,18812,18546,18276,18234,18235,18036,17822,17607,17347,17304
47,77,23459,24002,24418,24767,"Tennessee","Henderson",25581,25661,25767,25832,25892,26137,26523,26759,26981,27037,27788,28039,28082,28042,28093,28078,27855,27851,27983,28117
47,79,29555,29812,29971,30091,"Tennessee","Henry",31122,31169,31258,31052,31077,31294,31399,31517,31751,31876,32398,32440,32377,32250,32245,32127,32232,32380,32336,32345
47,81,19389,20006,20662,21283,"Tennessee","Hickman",22436,22703,23050,23066,23377,23365,23518,23784,23877,23805,24647,24364,24192,24207,24465,24373,24666,24839,25007,25178
47,83,7724,7777,7841,7888,"Tennessee","Houston",8018,8031,7985,8000,7879,7939,7936,8053,8123,8154,8451,8347,8424,8276,8221,8124,8101,8158,8234,8201
47,85,16699,16836,17029,17192,"Tennessee","Humphreys",17910,18038,17935,17902,17842,17904,18098,18258,18221,18274,18558,18403,18287,18244,18147,18157,18383,18503,18551,18582
47,87,9414,9547,9616,9643,"Tennessee","Jackson",11032,11116,11092,11079,11069,10979,10841,10850,10934,10875,11625,11558,11595,11561,11524,11534,11611,11702,11777,11786
47,89,40308,42208,43609,45104,"Tennessee","Jefferson",44580,45166,45737,46702,47274,47889,49229,50419,51323,51722,51714,51908,52300,52134,52408,53011,53148,53730,54012,54495
47,9,98765,99716,101211,102785,"Tennessee","Blount",106212,107929,109512,111091,113051,115174,118037,119828,121622,122784,123199,123664,124024,124874,125847,126954,128264,129999,131331,133088
47,91,16413,16595,16709,16736,"Tennessee","Johnson",17517,17671,17720,17893,17917,18031,17922,18074,18063,18006,18286,18223,18159,18014,17935,17842,17759,17603,17774,17788
47,93,370737,373409,374693,376039,"Tennessee","Knox",383059,387819,392935,399091,403432,409530,417230,424716,431072,435725,432938,436776,440791,444314,447903,451297,456089,461565,466258,470313
47,95,8335,8267,8205,8131,"Tennessee","Lake",7940,7955,7882,7829,7616,7511,7454,7412,7338,7303,7827,7793,7715,7713,7680,7602,7531,7451,7407,7016
47,97,24114,24056,24172,24234,"Tennessee","Lauderdale",27062,27166,27075,26907,26637,26587,26582,26599,26602,26471,27721,27701,27694,27573,27357,26903,25320,26093,25997,25633
47,99,38637,39079,39318,39626,"Tennessee","Lawrence",39961,39993,40492,40464,40484,40641,40595,40884,41060,41314,41967,42162,42154,42028,42304,42592,43056,43388,43771,44142
5,1,20930,20753,20657,20717,"Arkansas","Arkansas",20672,20502,20263,19883,19863,19836,19655,19315,19146,18971,19009,18871,18964,18755,18479,18330,18154,17872,17726,17486
5,101,8025,8196,8163,8226,"Arkansas","Newton",8647,8523,8506,8561,8437,8381,8377,8313,8294,8191,8304,8251,8052,8042,7867,7846,7848,7815,7800,7753
5,103,28167,27981,27779,27487,"Arkansas","Ouachita",28685,28049,27607,27318,26875,26626,26281,26023,25718,25432,26046,25737,25398,24948,24761,24316,24013,23817,23620,23382
5,105,9239,9425,9629,9678,"Arkansas","Perry",10236,10300,10338,10296,10281,10263,10237,10362,10297,10312,10444,10383,10328,10335,10360,10307,10286,10346,10380,10455
5,107,27666,27614,27302,27049,"Arkansas","Phillips",26268,25661,24772,24088,23618,23260,22458,21915,21458,20921,21676,21406,20736,20437,19952,19546,19050,18599,18054,17782
5,109,10421,10475,10546,10451,"Arkansas","Pike",11321,11224,11168,11012,10946,10842,10814,10828,10704,10627,11264,11241,11254,11121,10989,10837,10826,10735,10666,10718
5,11,11558,11469,11408,11409,"Arkansas","Bradley",12603,12487,12438,12395,12268,12196,11986,11964,11899,11790,11470,11432,11266,11120,11007,10999,10959,10813,10838,10763
5,111,24593,24549,24634,24592,"Arkansas","Poinsett",25617,25511,25237,25203,25071,25096,24949,24881,24716,24682,24515,24449,24299,24187,24152,24002,23974,24071,23903,23528
5,113,19252,19496,19653,19607,"Arkansas","Polk",20262,20150,20170,20079,19901,20004,20183,20137,20117,20259,20667,20558,20420,20342,20249,20194,20145,20147,20019,19964
5,115,50892,51259,52041,52598,"Arkansas","Pope",54500,54934,55307,55438,56363,57238,58397,59194,59772,60214,62109,62687,62631,62588,63117,63608,63897,63634,63594,64072
5,117,9267,9286,9344,9284,"Arkansas","Prairie",9504,9499,9380,9250,9038,8952,8876,8814,8657,8582,8722,8599,8482,8375,8347,8299,8252,8248,8082,8062
5,119,350612,348896,348813,349232,"Arkansas","Pulaski",361905,363113,364933,366375,367737,369543,373005,374992,378145,381904,383538,386990,389225,391512,392952,393576,394151,393280,391918,391911
5,121,17589,17675,17788,17904,"Arkansas","Randolph",18163,18184,18122,17998,18197,18067,18163,18040,18066,17952,17955,17973,17840,17625,17569,17437,17444,17665,17970,17958
5,123,28333,28374,28127,27766,"Arkansas","St.",29284,28830,28544,28453,27930,27447,27095,26788,26260,26255,28194,27994,27992,27508,27088,26651,26347,25997,25509,24994
5,125,74170,75893,77156,78361,"Arkansas","Saline",83940,84763,85753,86715,88424,90252,92696,95391,97213,99449,107656,109553,111442,113348,114874,116390,117656,119520,121074,122437
5,127,10700,10852,10585,10644,"Arkansas","Scott",10991,10971,10947,10950,10884,10976,11230,11294,11228,11123,11275,11264,11033,10934,10686,10561,10332,10369,10339,10281
5,129,7670,7773,7735,7791,"Arkansas","Searcy",8273,8216,8109,7914,7933,7957,8025,8054,8031,7944,8182,8078,8005,7991,7924,7835,7968,7927,7930,7881
5,13,5688,5699,5684,5657,"Arkansas","Calhoun",5717,5580,5605,5564,5484,5535,5526,5473,5324,5196,5362,5243,5278,5192,5167,5200,5143,5201,5227,5189
5,131,105334,105936,105898,106252,"Arkansas","Sebastian",115518,116273,116828,117157,117425,118488,120365,121741,122436,123597,125737,127010,127571,127173,126733,127385,127385,127786,127570,127827
5,133,14540,14526,14608,14671,"Arkansas","Sevier",15759,15601,15721,15839,16064,16321,16304,16376,16677,16904,17151,17218,17188,17356,17410,17262,16971,17103,17061,17007
5,135,16461,16649,16904,17092,"Arkansas","Sharp",17151,17289,17351,17478,17478,17541,17814,17738,17687,17664,17250,17270,17034,17043,16820,16808,17007,17147,17290,17442
5,137,10835,10961,11092,11220,"Arkansas","Stone",11522,11449,11529,11583,11589,11684,11987,11911,12028,11991,12389,12500,12542,12423,12381,12386,12509,12520,12454,12506
5,139,45704,45243,45228,44967,"Arkansas","Union",45572,45047,45021,44602,44151,43605,43460,42933,43005,42782,41573,41402,40861,40604,40136,40086,39879,39460,39139,38682
5,141,15244,15552,15533,15677,"Arkansas","Van",16211,16224,16111,16180,16230,16318,16366,16461,16493,16418,17310,17214,17162,16985,16907,16808,16669,16552,16635,16545
5,143,140342,143623,144989,146593,"Arkansas","Washington",158806,163229,166983,171516,177043,184095,190581,194696,197210,200181,204024,208051,211756,216000,219941,224434,228482,232732,236611,239187
5,145,62051,63117,64629,65081,"Arkansas","White",67405,68339,68878,69446,70457,71435,72781,73667,74970,76338,77356,78083,78641,78567,78471,78915,78917,78844,78381,78753
5,147,9114,8964,8837,8710,"Arkansas","Woodruff",8690,8681,8451,8285,8104,8021,7875,7660,7472,7359,7236,7164,7052,7018,6860,6706,6600,6575,6466,6320
5,149,18915,19054,18987,18853,"Arkansas","Yell",21163,21198,21230,21294,21200,21291,21735,21852,22188,22496,22146,21964,21824,21819,21768,21506,21502,21509,21462,21341
5,15,22359,22391,22438,22516,"Arkansas","Carroll",25411,25678,25984,26279,26370,26821,27083,27278,27486,27938,27553,27466,27623,27791,27734,27755,27728,27865,28097,28380
5,17,15259,15218,15021,14858,"Arkansas","Chicot",14083,13769,13390,13180,12857,12720,12501,12308,12045,11823,11799,11703,11498,11362,11211,10970,10899,10647,10442,10118
5,19,21998,22176,21586,21403,"Arkansas","Clark",23508,23654,23548,23294,23237,23209,23392,23684,23883,23835,22925,22928,22755,22582,22557,22513,22602,22184,22313,22320
5,21,17522,17379,17122,17025,"Arkansas","Clay",17542,17256,16972,16769,16588,16483,16315,16068,15774,15585,16050,15876,15710,15484,15299,15206,15060,14865,14763,14551
5,23,22253,22548,22890,23296,"Arkansas","Cleburne",24113,24188,24324,24606,24868,25070,25176,25282,25334,25600,25986,25875,25763,25625,25591,25355,25173,25059,24994,24919
5,25,8268,8337,8421,8558,"Arkansas","Cleveland",8544,8621,8596,8629,8652,8741,8692,8735,8597,8436,8677,8674,8609,8515,8399,8284,8245,8162,7995,7956
5,27,25278,25252,25109,24686,"Arkansas","Columbia",25564,25311,25171,24815,24791,24572,24622,24308,24104,23854,24723,24709,24413,24284,24049,24115,24026,23695,23586,23457
5,29,19736,19953,19828,19856,"Arkansas","Conway",20321,20336,20297,20338,20351,20460,20481,20678,20677,20799,21219,21128,21141,21088,20995,20936,20874,20810,20825,20846
5,3,24366,24323,24337,24287,"Arkansas","Ashley",24160,23823,23758,23478,23171,22783,22515,22258,22186,21941,21829,21673,21515,21278,20956,20838,20530,20311,20012,19657
5,31,75202,76247,77199,77668,"Arkansas","Craighead",82518,83274,83978,84953,86296,87443,89669,91383,93419,95457,96748,98405,99993,101653,102661,104457,105932,107188,108816,110332
5,33,48828,49469,50267,51409,"Arkansas","Crawford",53376,54100,54698,55317,56149,56910,58077,59035,59577,60102,61956,61796,61911,61667,61807,61904,62263,62894,63379,63257
5,35,49336,49519,49794,50138,"Arkansas","Crittenden",50976,51235,51166,50998,51264,51471,51817,52123,52561,53022,50958,50517,50077,49739,49536,49019,49306,48716,48363,47955
5,37,19284,19389,19414,19302,"Arkansas","Cross",19476,19469,19254,19096,19046,19207,18911,18627,18718,18544,17862,17809,17703,17521,17181,17255,17025,16792,16630,16419
5,39,9276,9147,9051,8920,"Arkansas","Dallas",9158,8988,8780,8665,8637,8458,8321,8191,8107,7991,8066,8056,7952,7892,7691,7530,7399,7307,7152,7009
5,41,15424,15225,15075,14855,"Arkansas","Desha",15306,14993,14647,14485,14377,14118,14016,13715,13478,13358,12954,12731,12590,12502,12270,12029,11905,11743,11507,11361
5,43,17755,17603,17475,17449,"Arkansas","Drew",18703,18716,18486,18620,18693,18714,18814,18693,18652,18624,18666,18735,18788,18686,18642,18613,18553,18370,18328,18219
5,45,73991,76518,78238,80034,"Arkansas","Faulkner",86456,88704,90392,93292,95710,98678,102331,104658,107289,109386,114026,116280,118523,119176,120562,121241,122206,123530,125138,126007
5,47,16408,16552,16825,16801,"Arkansas","Franklin",17747,17823,17829,17856,17879,17973,18031,18098,18069,18016,18142,18009,17959,17915,17828,17749,17655,17809,17764,17715
5,49,10736,10835,10946,11019,"Arkansas","Fulton",11655,11602,11586,11596,11760,11727,11643,11793,11750,11585,12215,12240,12169,12170,12081,12138,12099,12131,12308,12477
5,5,35929,36182,36319,36664,"Arkansas","Baxter",38465,38417,38642,38943,39546,40237,41155,41845,41946,42157,41510,41349,41080,40983,40888,41138,41131,41308,41624,41932
5,51,81712,82786,83661,84475,"Arkansas","Garland",88350,89311,90151,91196,92028,93253,95492,96499,97700,98479,96067,96854,96986,97654,97758,97814,98282,98327,98966,99386
5,53,15350,15634,15843,15984,"Arkansas","Grant",16488,16627,16655,16743,17041,17254,17455,17506,17744,17760,17886,17947,18038,18046,18074,18016,18064,18103,18180,18265
5,55,34969,35451,36010,36395,"Arkansas","Greene",37504,37807,38030,38304,38668,39126,39907,40302,40618,40996,42201,42763,43229,43160,43788,44300,44730,44993,45339,45325
5,57,21969,21978,22035,22093,"Arkansas","Hempstead",23560,23310,23249,23187,23103,23092,23169,23212,22969,23027,22596,22488,22344,22420,22326,22085,22032,21876,21685,21532
5,59,28337,28617,28874,29154,"Arkansas","Hot",30383,30325,30391,30416,30595,30974,31580,31859,31906,31787,33231,33142,33507,33528,33409,33497,33438,33606,33672,33771
5,61,13906,13732,13682,13681,"Arkansas","Howard",14252,14230,14221,14301,14254,14345,14220,14106,14305,14291,13796,13816,13675,13543,13492,13336,13350,13365,13302,13202
5,63,32786,32704,32908,33066,"Arkansas","Independence",34270,34162,34138,34119,34269,34277,34377,34516,34508,34634,36809,36884,36953,36885,37080,37035,37117,37391,37768,37825
5,65,12728,13026,13108,13112,"Arkansas","Izard",13276,13199,13109,13222,13186,13127,13138,13031,13094,13038,13726,13572,13541,13411,13557,13487,13488,13666,13582,13629
5,67,18243,17881,17720,17516,"Arkansas","Jackson",18351,17809,17685,17370,17575,17502,17178,17039,16811,16658,18057,17887,17680,17729,17591,17365,17282,17017,16753,16719
5,69,82654,82120,81588,80785,"Arkansas","Jefferson",84218,83442,82974,82445,81747,80849,80405,79413,79117,78705,77341,76039,74634,73191,72458,71872,70407,69238,68067,66824
5,7,126214,130254,133875,138424,"Arkansas","Benton",154791,160429,167038,174785,183211,192183,201509,210963,219494,225504,222593,229171,234938,239461,244841,251591,259212,266585,272266,279141
5,71,20855,21196,21456,21358,"Arkansas","Johnson",22799,22932,23226,23472,23711,23937,24295,24778,24876,24994,25556,25675,25914,25932,25969,26094,26127,26401,26659,26578
5,73,9185,9025,8942,8846,"Arkansas","Lafayette",8527,8349,8192,8181,8065,7933,7754,7716,7669,7504,7647,7536,7450,7284,7158,7010,6888,6797,6679,6624
5,75,17381,17439,17207,17342,"Arkansas","Lawrence",17679,17699,17573,17418,17280,17021,16813,16867,16978,16882,17518,17282,17040,17054,16969,16696,16639,16571,16432,16406
5,77,12629,12712,12912,12699,"Arkansas","Lee",12528,12354,12120,11685,11420,11259,10941,10702,10660,10319,10395,10291,10184,10010,9839,9672,9337,9127,8976,8857
5,79,14188,14302,14326,14372,"Arkansas","Lincoln",14474,14433,14424,14343,14137,14090,13833,13695,13593,13553,14089,14339,14180,14063,14025,13866,13728,13475,13184,13024
5,81,13297,13224,13154,13065,"Arkansas","Little",13610,13303,13351,13261,13047,12950,12952,12887,12865,12952,13132,12945,12916,12733,12503,12402,12406,12373,12297,12259
5,83,21149,21183,21099,21134,"Arkansas","Logan",22504,22380,22422,22650,22612,22571,22586,22671,22578,22342,22308,22242,21928,22031,21866,21729,21732,21739,21673,21466
5,85,47496,49157,50004,51447,"Arkansas","Lonoke",53124,53907,54974,56196,58040,59689,61940,63581,65233,66677,68744,69529,70109,70742,71368,71359,71803,72778,73391,73309
5,87,13009,13065,13242,13313,"Arkansas","Madison",14296,14302,14207,14270,14545,14840,15308,15538,15831,15875,15684,15662,15597,15679,15731,15705,16112,16299,16362,16576
5,89,14386,14444,14860,14902,"Arkansas","Marion",16156,16202,16094,16046,16177,16317,16584,16609,16802,16594,16665,16671,16621,16444,16423,16215,16376,16429,16665,16694
5,9,31571,31709,31797,31846,"Arkansas","Boone",34051,34253,34432,34507,34841,35408,35959,36653,36863,36821,36893,37086,37333,37328,37116,37119,37259,37459,37385,37432
5,91,39229,39550,39526,39377,"Arkansas","Miller",40434,40637,40987,41450,41861,42294,42812,42901,43326,43522,43562,43762,43663,43402,43458,43792,43713,43736,43362,43257
5,93,50350,50381,50515,49920,"Arkansas","Mississippi",51827,50970,49877,48412,47603,47178,46736,46610,46760,46605,46399,46031,45553,44695,44247,43729,42900,42112,41236,40651
5,95,10349,10315,10125,9990,"Arkansas","Monroe",10179,9928,9667,9522,9218,9087,8848,8568,8355,8171,8138,8099,7854,7690,7634,7452,7205,7013,6880,6701
5,97,8410,8515,8648,8740,"Arkansas","Montgomery",9270,9174,9044,9068,9102,9065,9081,9068,9097,9009,9510,9402,9340,9252,9162,9027,8936,8890,8910,8986
5,99,9986,10054,9981,10024,"Arkansas","Nevada",9920,9810,9701,9641,9592,9535,9442,9331,9149,9164,8997,9008,8909,8772,8645,8508,8378,8309,8308,8252
54,1,16289,16049,16106,15979,"West Virginia","Barbour",15552,15362,15415,15404,15323,15338,15434,15469,15612,15758,16610,16600,16869,16871,16902,16973,16749,16515,16487,16441
54,101,10387,10304,10238,10036,"West Virginia","Webster",9688,9656,9671,9686,9731,9606,9561,9455,9486,9444,9153,9124,8982,8833,8750,8635,8557,8348,8274,8114
54,103,18633,18480,18307,18220,"West Virginia","Wetzel",17672,17300,17183,17048,17003,16875,16650,16463,16321,16226,16535,16369,16344,16112,15955,15777,15644,15433,15259,15065
54,105,5601,5647,5710,5761,"West Virginia","Wirt",5881,5851,5797,5741,5767,5775,5719,5721,5661,5605,5725,5755,5774,5838,5790,5804,5767,5786,5811,5821
54,107,87457,87134,86694,86337,"West Virginia","Wood",87874,87696,87597,87107,86777,86646,86357,86274,86619,86888,86973,86888,86616,86522,86469,86335,85709,85060,84180,83518
54,109,27891,27663,27341,26987,"West Virginia","Wyoming",25582,25059,24715,24546,24185,24098,23850,23588,23414,23304,23728,23460,23210,22940,22578,22177,21777,21271,20784,20394
54,11,95953,95160,94112,93562,"West Virginia","Cabell",96709,95936,95549,95228,94824,94290,94322,94430,94506,95214,96322,96612,96949,97026,96639,96582,95681,94452,93035,91945
54,13,7962,7922,7945,7982,"West Virginia","Calhoun",7581,7418,7332,7246,7203,7247,7221,7234,7225,7118,7656,7637,7594,7548,7557,7463,7374,7310,7217,7109
54,15,10366,10517,10519,10609,"West Virginia","Clay",10315,10222,10291,10235,10286,10133,10027,10080,10043,10022,9373,9334,9208,9139,8881,8875,8829,8693,8639,8508
54,17,7235,7411,7503,7447,"West Virginia","Doddridge",7408,7498,7433,7436,7263,7294,7231,7250,7212,7202,8198,8252,8296,8549,8471,8703,8576,8518,8556,8448
54,19,48221,47754,47094,46785,"West Virginia","Fayette",47498,47090,46970,47072,46758,46259,46233,46303,46284,46123,46030,45921,45861,45557,45159,44707,44179,43607,42982,42406
54,21,7173,7117,7180,7143,"West Virginia","Gilmer",7169,7086,6999,7010,6973,6924,6920,6896,6881,6824,8731,8751,8748,8622,8498,8306,8134,8042,7898,7823
54,23,11098,11110,11114,11140,"West Virginia","Grant",11287,11319,11289,11364,11504,11577,11747,11865,11921,11833,11893,11883,11802,11740,11617,11651,11602,11627,11630,11568
54,25,35624,35463,35349,35310,"West Virginia","Greenbrier",34423,34366,34442,34539,34544,34523,34600,34697,34705,34527,35548,35732,35877,35798,35579,35580,35532,35208,34792,34662
54,27,18645,18912,19148,19418,"West Virginia","Hampshire",20291,20561,20807,21084,21293,21749,22269,22623,22662,22695,23952,23782,23673,23483,23430,23311,23316,23386,23357,23175
54,29,34686,34334,34010,33740,"West Virginia","Hancock",32525,32198,31855,31485,31062,30865,30524,30058,29899,29729,30681,30633,30465,30382,30263,29980,29662,29383,29079,28810
54,3,67822,69053,71021,72846,"West Virginia","Berkeley",76414,78574,81087,84804,88604,92513,96819,99768,102336,103854,104621,105743,106965,108495,110191,111678,113489,115073,117236,119171
54,31,11733,11721,11857,11989,"West Virginia","Hardy",12695,12791,12826,13044,13193,13353,13398,13566,13513,13611,14044,13962,13849,13968,13956,13826,13812,13849,13764,13776
